wandb-name,wandb-project,wandb-entity,wandb-group,device,loss-type,threshold,zero-ablation,reset-subject,seed,task,torch-num-threads,model-type,test_kl_div,test_docstring_metric,test_docstring_stefan,test_nll,test_match_nll,score,number_of_edges
launch-acdc-docstring-00058,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0015848931924611,False,1,2994995279,docstring,4,attn-only-4l,9.2936372756958,3.71965265274048,-0.0399999991059303,12.29690170288086,10.73525619506836,inf,160
launch-acdc-docstring-00059,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0039810717055349,False,1,1038460552,docstring,4,attn-only-4l,9.35014533996582,3.693404197692871,-0.0399999991059303,12.341142654418944,10.779498100280762,inf,45
launch-acdc-docstring-00060,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.01,False,1,1517267923,docstring,4,attn-only-4l,9.337029457092283,3.681325674057007,-0.0599999986588954,12.32275104522705,10.76110553741455,inf,2
launch-acdc-docstring-00061,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0251188643150958,False,1,4133284902,docstring,4,attn-only-4l,9.337029457092283,3.681325674057007,-0.0599999986588954,12.32275104522705,10.76110553741455,inf,0
launch-acdc-docstring-00062,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0630957344480193,False,1,3251076505,docstring,4,attn-only-4l,9.337029457092283,3.681325674057007,-0.0599999986588954,12.32275104522705,10.76110553741455,inf,0
launch-acdc-docstring-00063,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.1584893192461114,False,1,3141121207,docstring,4,attn-only-4l,9.337029457092283,3.681325674057007,-0.0599999986588954,12.32275104522705,10.76110553741455,inf,0
launch-acdc-docstring-00064,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.3981071705534973,False,1,2592672107,docstring,4,attn-only-4l,9.337029457092283,3.681325674057007,-0.0599999986588954,12.32275104522705,10.76110553741455,inf,0
launch-acdc-docstring-00065,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,1.0,False,1,3306680558,docstring,4,attn-only-4l,9.337029457092283,3.681325674057007,-0.0599999986588954,12.32275104522705,10.76110553741455,inf,0
launch-acdc-docstring-00022,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.0001,True,1,2130967407,docstring,4,attn-only-4l,9.221600532531738,3.73043441772461,-0.0399999991059303,12.244266510009766,10.682621955871582,inf,1368
launch-acdc-docstring-00023,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.0002511886431509,True,1,450094628,docstring,4,attn-only-4l,9.23286247253418,3.7586302757263184,-0.0399999991059303,12.254944801330566,10.693300247192385,inf,1347
launch-acdc-docstring-00024,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.0006309573444801,True,1,402349885,docstring,4,attn-only-4l,9.251809120178224,3.852498769760132,-0.0399999991059303,12.3203125,10.758667945861816,inf,1269
launch-acdc-docstring-00025,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.0015848931924611,True,1,3596685807,docstring,4,attn-only-4l,9.265408515930176,3.678501129150391,-0.0599999986588954,12.275251388549805,10.713605880737305,inf,1180
launch-acdc-docstring-00026,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.0039810717055349,True,1,3601675602,docstring,4,attn-only-4l,9.281699180603027,3.7838194370269775,-0.0399999991059303,12.351974487304688,10.79033088684082,inf,991
launch-acdc-docstring-00027,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.01,True,1,1347439318,docstring,4,attn-only-4l,9.4579439163208,3.85052227973938,-0.0599999986588954,12.47629451751709,10.91464900970459,inf,692
launch-acdc-docstring-00028,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.0251188643150958,True,1,2809240500,docstring,4,attn-only-4l,9.322940826416016,3.370303153991699,-0.0399999991059303,12.431666374206545,10.87002182006836,inf,482
launch-acdc-docstring-00029,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.0630957344480193,True,1,3672942202,docstring,4,attn-only-4l,9.529877662658691,2.8083317279815674,-0.0599999986588954,12.87004852294922,11.308403968811035,inf,242
launch-acdc-docstring-00030,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.1584893192461114,True,1,2837779777,docstring,4,attn-only-4l,10.29256820678711,3.370699882507324,-0.0799999982118606,13.415658950805664,11.854013442993164,inf,94
launch-acdc-docstring-00031,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.3981071705534973,True,1,2438439592,docstring,4,attn-only-4l,8.743477821350098,3.2835164070129395,-0.0799999982118606,11.759562492370604,10.197918891906738,inf,7
launch-acdc-docstring-00032,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,1.0,True,1,829347651,docstring,4,attn-only-4l,11.956385612487791,4.53847599029541,-0.0399999991059303,15.136240005493164,13.574594497680664,inf,1
launch-acdc-docstring-00033,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0001,True,1,1426547147,docstring,4,attn-only-4l,9.178080558776855,3.748658418655396,-0.0399999991059303,12.204047203063965,10.642401695251465,inf,1348
launch_docstring-acdc-nocache,jailbreak_llm,pariya_mehrbod,acdc-docstring-test,cuda,kl_div,0.095,False,0,516626229,docstring,4,attn-only-4l,1.5855003595352173,1.2265125513076782,-0.2999999821186065,4.097562313079834,2.535917520523072,inf,34
launch-acdc-docstring-00034,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0002511886431509,True,1,194413818,docstring,4,attn-only-4l,9.258498191833496,3.783815860748291,-0.0599999986588954,12.24631118774414,10.68466567993164,inf,1312
launch_docstring-acdc-nocache,jailbreak_llm,pariya_mehrbod,acdc-docstring-test,cuda,kl_div,0.095,False,0,516626229,docstring,4,attn-only-4l,1.5855003595352173,1.2265125513076782,-0.2999999821186065,4.097562313079834,2.535917520523072,inf,34
launch_docstring-acdc-seccache,jailbreak_llm,pariya_mehrbod,acdc-docstring-test,cuda,kl_div,0.095,False,0,516626229,docstring,4,attn-only-4l,1.5855003595352173,1.2265125513076782,-0.2999999821186065,4.097562313079834,2.535917520523072,inf,34
launch-acdc-docstring-00035,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0006309573444801,True,1,3253509635,docstring,4,attn-only-4l,8.91586685180664,3.821613073348999,-0.0399999991059303,11.953165054321287,10.391520500183104,inf,1170
launch-acdc-docstring-00036,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0015848931924611,True,1,4280932122,docstring,4,attn-only-4l,9.633708000183104,3.900511503219605,-0.0399999991059303,12.643927574157717,11.082283973693848,inf,1004
launch-acdc-docstring-00037,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0039810717055349,True,1,3819711836,docstring,4,attn-only-4l,8.48715591430664,3.943540573120117,-0.0399999991059303,11.43584442138672,9.874199867248535,inf,718
launch-acdc-docstring-00038,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.01,True,1,1257784960,docstring,4,attn-only-4l,10.55953598022461,4.529387950897217,-0.0199999995529651,13.644458770751951,12.082816123962402,inf,432
launch-acdc-docstring-00039,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0251188643150958,True,1,4027727471,docstring,4,attn-only-4l,8.146717071533203,4.572901725769043,-0.0199999995529651,11.267537117004396,9.705892562866213,inf,238
launch-acdc-docstring-00040,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0630957344480193,True,1,1281964070,docstring,4,attn-only-4l,9.429492950439451,4.04218864440918,-0.1199999973177909,12.433276176452637,10.871633529663086,inf,76
launch-acdc-docstring-00041,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.1584893192461114,True,1,1819900400,docstring,4,attn-only-4l,10.791560173034668,3.955333232879639,-0.0599999986588954,13.9515380859375,12.389892578125,inf,10
launch-acdc-docstring-00042,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.3981071705534973,True,1,3825317895,docstring,4,attn-only-4l,11.055106163024902,3.844702482223511,-0.0599999986588954,14.214977264404297,12.65333366394043,inf,1
launch-acdc-docstring-00043,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,1.0,True,1,80533718,docstring,4,attn-only-4l,11.725504875183104,4.505212783813477,-0.0599999986588954,14.837477684020996,13.275833129882812,inf,0
launch-acdc-docstring-00022,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.0001,True,0,2130967407,docstring,4,attn-only-4l,0.0011082774726673,-0.8832101821899414,-0.6599999666213989,1.5588010549545288,-0.0028434144333004,inf,1358
launch-acdc-docstring-00023,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.0002511886431509,True,0,450094628,docstring,4,attn-only-4l,0.0054607475176453,-0.8487635850906372,-0.6800000071525574,1.579171061515808,0.0175266303122043,inf,1323
launch-acdc-docstring-00024,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.0006309573444801,True,0,402349885,docstring,4,attn-only-4l,0.0374985300004482,-0.956065833568573,-0.699999988079071,1.4837714433670044,-0.0778729692101478,inf,1221
launch-acdc-docstring-00025,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.0015848931924611,True,0,3596685807,docstring,4,attn-only-4l,0.1490574032068252,-1.2390373945236206,-0.7799999713897705,1.4434367418289185,-0.1182077825069427,inf,1100
launch-acdc-docstring-00026,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.0039810717055349,True,0,3601675602,docstring,4,attn-only-4l,0.4968315660953522,-0.9410191774368286,-0.6599999666213989,1.572107195854187,0.010462655685842,inf,862
launch-acdc-docstring-00027,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.01,True,0,1347439318,docstring,4,attn-only-4l,1.097259521484375,0.2675659358501434,-0.4199999868869781,2.762995481491089,1.2013509273529053,inf,721
launch-acdc-docstring-00028,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.0251188643150958,True,0,2809240500,docstring,4,attn-only-4l,1.877430319786072,-0.0220938492566347,-0.4799999892711639,3.447885036468506,1.8862404823303225,inf,444
launch-acdc-docstring-00029,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.0630957344480193,True,0,3672942202,docstring,4,attn-only-4l,4.251749038696289,2.669239044189453,-0.1199999973177909,7.398009300231934,5.836365222930908,inf,210
launch-acdc-docstring-00030,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.1584893192461114,True,0,2837779777,docstring,4,attn-only-4l,6.159136772155762,2.7881648540496826,-0.0199999995529651,9.594260215759276,8.03261661529541,inf,88
launch-acdc-docstring-00031,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,0.3981071705534973,True,0,2438439592,docstring,4,attn-only-4l,9.549959182739258,3.2459170818328857,0.0,12.7689790725708,11.20733642578125,inf,15
launch-acdc-docstring-00032,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,kl_div,1.0,True,0,829347651,docstring,4,attn-only-4l,9.005501747131348,4.003601551055908,-0.0399999991059303,12.20870304107666,10.64706039428711,inf,5
launch-acdc-docstring-00033,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0001,True,0,1426547147,docstring,4,attn-only-4l,0.0027493538800626,-0.8613440990447998,-0.6800000071525574,1.5587741136550903,-0.0028703580610454,inf,1374
launch-acdc-docstring-00034,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0002511886431509,True,0,194413818,docstring,4,attn-only-4l,0.0092589426785707,-0.857492983341217,-0.699999988079071,1.5928711891174316,0.0312266889959573,inf,1372
launch-acdc-docstring-00035,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0006309573444801,True,0,3253509635,docstring,4,attn-only-4l,0.0494665428996086,-0.9356307983398438,-0.699999988079071,1.5752454996109009,0.0136009724810719,inf,1353
launch-acdc-docstring-00036,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0015848931924611,True,0,4280932122,docstring,4,attn-only-4l,0.3437926471233368,-0.6011725664138794,-0.5799999833106995,2.155663013458252,0.5940186381340027,inf,1315
launch-acdc-docstring-00037,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0039810717055349,True,0,3819711836,docstring,4,attn-only-4l,0.265125423669815,-0.9840000867843628,-0.6399999856948853,1.7148929834365845,0.1532485038042068,inf,1251
launch-acdc-docstring-00038,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.01,True,0,1257784960,docstring,4,attn-only-4l,1.3213255405426023,-0.1251782178878784,-0.5199999809265137,3.0032854080200195,1.441640853881836,inf,1027
launch-acdc-docstring-00039,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0251188643150958,True,0,4027727471,docstring,4,attn-only-4l,3.0418009757995605,-0.2403819561004638,-0.5399999618530273,4.524716377258301,2.963071823120117,inf,651
launch-acdc-docstring-00040,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.0630957344480193,True,0,1281964070,docstring,4,attn-only-4l,5.600428104400635,1.9449000358581543,-0.1799999922513961,8.367300987243652,6.805656433105469,inf,384
launch-acdc-docstring-00041,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.1584893192461114,True,0,1819900400,docstring,4,attn-only-4l,6.697544574737549,2.636331796646118,-0.0799999982118606,9.807183265686035,8.245538711547852,inf,75
launch-acdc-docstring-00042,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,0.3981071705534973,True,0,3825317895,docstring,4,attn-only-4l,8.383561134338379,3.48386549949646,-0.0199999995529651,11.59797191619873,10.036328315734863,inf,11
launch-acdc-docstring-00043,jailbreak_llm,pariya_mehrbod,acdc-docstring,cuda,docstring_metric,1.0,True,0,80533718,docstring,4,attn-only-4l,8.44453239440918,3.5243639945983887,-0.03999999910593033,11.703886032104492,10.142242431640625,inf,6
